SplitID,SplitIndex,Split,StrokeRate
30096,8,11471,
30097,1,1637,
30097,2,3319,
30097,3,4884,
30097,4,6912,
30097,5,8243,
30097,6,9871,
30097,7,11178,
30097,8,12652,
30098,1,1637,
30099,1,3033,
30099,2,0,
30099,3,4105,
30099,4,4669,
30099,5,9928,
30099,6,0,
30099,7,12817,
30100,1,1572,
30100,2,3072,
30100,3,4669,
30100,4,6302,
30102,1,1577,
30102,2,3217,
30102,3,4790,
30102,4,6304,
30104,1,1640,
30104,2,3297,
30104,3,5131,
30104,4,6736,
30106,1,1287,
30106,2,2638,
30106,3,4088,
30106,4,5314,
30106,5,6725,
30106,6,8248,
30106,7,9795,
30106,8,0,
30106,9,11030,
30106,10,13688,
30107,1,1287,
30107,2,2638,
30108,1,1213,
30108,2,2455,
30108,3,3784,
30108,4,5039,
30108,5,6486,
30108,6,8026,
30108,7,9599,
30108,8,10803,
30108,9,12106,
30108,10,13341,
30109,1,1213,
30109,2,2455,
30110,1,1269,
30110,2,0,
30110,3,3955,
30110,4,0,
30110,5,5237,
30110,6,8319,
30110,7,9950,
30110,8,0,
30110,9,12652,
30110,10,13844,
30111,1,1252,
30111,2,2617,
30111,3,3973,
30111,4,5474,
30111,5,6796,
30111,6,8256,
30111,7,9517,
30111,8,10883,
30112,1,1252,
30113,1,1253,
30113,2,2562,
30113,3,3821,
30113,4,5285,
30113,5,6501,
30113,6,7857,
30113,7,0,
30113,8,10315,
30114,1,1253,
30115,1,2686,
30115,2,3933,
30115,3,5351,
30115,4,6666,
30115,5,0,
30115,6,0,
30115,7,10633,
30116,1,2686,
30117,1,0,
30117,2,2907,
30117,3,4260,
30117,4,5761,
30117,5,7137,
30117,6,8792,
30117,7,10194,
30117,8,11698,
30118,1,0,
30119,1,1333,
30119,2,2867,
30119,3,4034,
30119,4,5201,
30122,2,4363,
30122,4,9125,
30124,2,5146,
30124,4,10832,
30126,2,4782,
30126,4,10175,
30128,2,3627,
30128,4,7720,
30129,2,3620,
30129,4,8266,
30129,6,13064,
30129,8,17326,
30130,2,4053,
30130,4,8738,
30132,2,4688,
30132,4,10097,
30134,2,6749,
30134,4,14579,
30135,2,3070,
30135,4,7302,
30135,6,12483,
30135,8,16172,
30136,2,3066,
30136,4,6365,
30138,2,9312,
30138,4,19046,
30139,2,3139,
30139,4,6905,
30139,6,11192,
30139,8,15151,
30140,2,3905,
30140,4,8294,
30142,2,4782,
30142,4,10244,
30144,2,4948,
30144,4,10239,
30146,2,4389,
30146,4,9299,
30148,2,5512,
30148,4,11768,
30150,2,4264,
30150,4,9414,
30151,2,3418,
30151,4,7490,
30151,6,12156,
30151,8,16772,
30152,2,3881,
30152,4,8536,
30154,2,4464,
30154,4,9777,
30156,2,3570,
30156,4,7652,
30158,2,5096,
30158,4,10843,
30159,2,2856,
30159,4,5934,
30160,2,0,
30160,4,7011,
30162,2,3112,
30162,4,6625,
30162,6,10234,
30162,8,13827,
30162,10,17377,
30162,12,20973,
30162,14,24652,
30162,16,28318,
30162,18,32021,
30162,20,35493,
30163,2,2860,
30163,4,6037,
30163,6,9432,
30163,8,12787,
30164,2,2925,
30164,4,6473,
30166,2,4446,
30166,4,9519,
30168,2,3909,
30168,4,8286,
30170,2,5072,
30170,4,10826,
30172,2,4512,
30172,4,9632,
30174,2,4250,
30174,4,9066,
30176,2,5506,
30176,4,12069,
30178,2,5640,
30178,4,12028,
30180,2,5282,
30180,4,11324,
30182,2,4862,
30182,4,10416,
30184,2,4582,
30184,4,9788,
30185,2,3004,
30185,4,6578,
30186,2,3043,
30186,4,6263,
30188,2,3440,
30188,4,7453,
30190,2,4096,
30190,4,8764,
30192,2,5278,
30192,4,11403,
30194,2,4171,
30194,4,8947,
30195,2,3045,
30195,4,6617,
30195,6,10795,
30195,8,14466,
30196,2,3436,
30196,4,7193,
30197,2,3686,
30197,4,8130,
30197,6,13115,
30197,8,17659,
30198,2,3950,
30198,4,8390,
30200,2,5089,
30200,4,10638,
30202,2,3866,
30202,4,8252,
30204,2,4728,
30204,4,10182,
30206,2,6458,
30206,4,14551,
30208,2,4123,
30208,4,8865,
30209,2,3068,
30209,4,6694,
30209,6,10421,
30209,8,14256,
30209,10,18168,
30209,12,22152,
30209,14,26145,
30209,16,30221,
30209,18,34443,
30209,20,38338,
30210,2,3605,
30210,4,7921,
30212,2,4318,
30212,4,9836,
30213,2,3491,
30213,4,7584,
30213,6,12792,
30213,8,16738,
30214,2,3203,
30214,4,6629,
30215,2,3505,
30215,4,7471,
30215,6,11827,
30215,8,16261,
30215,10,20731,
30215,12,25327,
30215,14,34346,
30215,16,38705,
30215,18,0,
30215,20,42843,
30216,2,4156,
30216,4,8836,
30218,2,3385,
30218,4,7258,
30219,2,3381,
30219,4,7717,
30220,2,3458,
30220,4,7404,
30220,6,11629,
30220,8,15972,
30220,10,20360,
30220,12,24920,
30220,14,29692,
30220,16,34525,
30220,18,39435,
30220,20,44083,
30222,2,0,
30222,4,8454,
30224,2,0,
30224,4,8275,
30226,2,2930,
30226,4,6032,
30228,2,3860,
30228,4,8254,
30229,2,3170,
30229,4,6801,
30229,6,11300,
30229,8,14730,
30230,2,2943,
30230,4,6058,
30231,2,3696,
30231,4,8622,
30232,2,3416,
30232,4,7353,
30232,6,11601,
30232,8,15790,
30232,10,20243,
30232,12,24669,
30232,14,28918,
30232,16,33365,
30232,18,37513,
30232,20,41398,
30233,2,3058,
30233,4,6394,
30233,6,9841,
30233,8,13294,
30234,2,3177,
30234,4,6645,
30234,6,10283,
30234,8,14004,
30234,10,17798,
30234,12,21647,
30234,14,25478,
30234,16,29268,
30234,18,33076,
30234,20,36853,
30235,2,3253,
30235,4,7063,
30235,6,11253,
30235,8,15444,
30237,2,3402,
30237,4,7199,
30237,6,11261,
30237,8,15330,
30240,2,5564,
30240,4,12039,
30242,2,4220,
30242,4,8958,
30243,2,0,
30243,4,9099,
30244,2,3934,
30244,4,8358,
30245,2,2864,
30245,4,6332,
30245,6,9311,
30245,8,11881,
30247,2,3243,
30247,4,7052,
30247,6,10116,
30247,8,13053,
30249,2,3842,
30249,4,5786,
30249,6,8328,
30249,8,15713,
30251,2,3584,
30251,4,7656,
30251,6,11362,
30251,8,15064,
30253,2,3704,
30253,4,8927,
30253,6,12731,
30253,8,16635,
30255,2,4459,
30255,4,9141,
30255,6,12431,
30255,8,16901,
30257,2,3047,
30257,4,6368,
30257,6,9138,
30257,8,11705,
30259,2,3309,
30259,4,6864,
30259,6,9844,
30259,8,12575,
30261,2,3639,
30261,4,7431,
30261,6,11170,
30261,8,13871,
30263,2,4411,
30263,4,8111,
30263,6,11450,
30263,8,14956,
30265,2,3965,
30265,4,8209,
30265,6,12589,
30265,8,15737,
30267,2,4205,
30267,4,7856,
30267,6,11451,
30267,8,14911,
30269,2,3617,
30269,4,7763,
30269,6,11665,
30269,8,15171,
30271,2,4233,
30271,4,9322,
30271,6,12573,
30271,8,16779,
30273,2,2613,
30273,4,5394,
30273,6,8154,
30273,8,10720,
30275,2,3301,
30275,4,6194,
30275,6,9374,
30275,8,12303,
30277,2,3179,
30277,4,7123,
30277,6,10787,
30277,8,15054,
30279,2,3415,
30279,4,6771,
30279,6,10525,
30279,8,15366,
30281,2,3416,
30281,4,6606,
30281,6,10562,
30281,8,16443,
30283,2,2561,
30283,4,5079,
30283,6,7693,
30283,8,10279,
30285,2,2759,
30285,4,5762,
30285,6,8479,
30285,8,11504,
30287,2,2985,
30287,4,6007,
30287,6,9232,
30287,8,13596,
30289,2,2979,
30289,4,6156,
30289,6,9316,
30289,8,13503,
30291,2,3096,
30291,4,6150,
30291,6,9156,
30291,8,12454,
30293,2,3029,
30293,4,6126,
30293,6,9284,
30293,8,12721,
30295,2,2979,
30295,4,6382,
30295,6,9469,
30295,8,12913,
30295,10,16122,
30295,12,19932,
30295,14,23312,
30295,16,27416,
30296,2,2979,
30297,2,3491,
30297,4,7374,
30297,6,10722,
30297,8,14623,
30297,10,18337,
30297,12,22631,
30297,14,0,
30297,16,30262,
30298,2,3491,
30299,2,2836,
30299,4,6023,
30299,6,8945,
30299,8,12048,
30299,10,14940,
30299,12,18435,
30299,14,20921,
30299,16,24324,
30300,2,2836,
30301,2,2849,
30301,4,6142,
30301,6,8039,
30301,8,12821,
30301,10,15838,
30301,12,19475,
30301,14,22535,
30301,16,26315,
30302,2,2849,
30303,2,4136,
30303,4,8840,
30307,2,0,
30307,4,8208,
30309,2,3044,
30309,4,6582,
30309,6,10452,
30309,8,14503,
30310,2,3167,
30310,4,0,
30310,6,6912,
30310,8,11006,
30310,10,0,
30310,12,15245,
30310,14,0,
30310,16,19656,
30310,18,24057,
30310,20,0,
30310,22,28541,
30310,24,33060,
30310,26,0,
30310,28,37626,
30310,30,0,
30310,32,41963,
30311,2,3770,
30311,4,8572,
30312,2,3538,
30312,4,7527,
30312,6,11757,
30312,8,16032,
30312,10,20364,
30312,12,24724,
30312,14,29103,
30312,16,33467,
30312,18,37812,
30312,20,41861,
30313,2,2938,
30313,4,6165,
30313,6,9658,
30313,8,13320,
30314,2,3135,
30314,4,6782,
30316,2,3739,
30316,4,8058,
30317,2,3536,
30317,4,7224,
30319,2,4021,
30319,4,8922,
30319,6,0,
30319,8,19719,
30321,2,3471,
30321,4,7251,
30323,2,4190,
30323,4,8968,
30325,2,3522,
30325,4,8170,
30326,2,0,
30326,4,0,
30326,6,0,
30326,8,0,
30326,10,12095,
30326,12,0,
30326,14,0,
30326,16,0,
30326,18,0,
30326,20,0,
30326,22,0,
30326,24,0,
30326,26,0,
30326,28,35202,
30326,30,39874,
30326,32,44252,
30327,2,0,
30327,4,8605,
30328,2,3526,
30328,4,7734,
30328,6,12200,
30328,8,16941,
30328,10,21758,
30328,12,26476,
30328,14,31360,
30328,16,36080,
30328,18,40796,
30328,20,45323,
30330,2,3739,
30330,4,7774,
30331,2,3362,
30331,4,0,
30331,6,7325,
30331,8,11551,
30331,10,0,
30331,12,15928,
30331,14,0,
30331,16,20363,
30331,18,0,
30331,20,0,
30331,22,0,
30331,24,0,
30331,26,0,
30331,28,0,
30331,30,0,
30331,32,42940,
30332,2,3777,
30332,4,7590,
30335,2,3196,
30335,4,7434,
30335,6,0,
30335,8,17177,
30336,2,2852,
30336,4,6209,
30337,2,2969,
30337,4,6249,
30337,6,9889,
30337,8,13481,
30338,2,3106,
30338,4,0,
30338,6,6704,
30338,8,10502,
30338,10,0,
30338,12,14418,
30338,14,0,
30338,16,18334,
30338,18,22346,
30338,20,0,
30338,22,26351,
30338,24,30306,
30338,26,0,
30338,28,34314,
30338,30,0,
30338,32,38024,
30339,2,3387,
30339,4,7388,
30340,2,3258,
30340,4,6747,
30341,2,2851,
30341,4,6526,
30341,6,11091,
30341,8,14387,
30342,2,2887,
30342,4,6337,
30347,2,3553,
30347,4,7627,
30347,6,11995,
30347,8,16013,
30348,2,3955,
30348,4,9138,
30349,2,3786,
30349,4,8160,
30351,2,4526,
30351,4,9177,
30355,2,3361,
30355,4,7034,
30366,2,3521,
30366,4,7540,
30367,2,4152,
30367,4,8867,
30367,6,0,
30367,8,18226,
30368,2,4088,
30368,4,8866,
30371,2,2986,
30371,4,6477,
30371,6,10946,
30371,8,14340,
30372,2,2795,
30372,4,5819,
30373,2,3584,
30373,4,7627,
30373,6,11937,
30373,8,15996,
30374,2,3129,
30374,4,6729,
30374,6,10398,
30374,8,14203,
30374,10,17953,
30374,12,21634,
30374,14,25363,
30374,16,29123,
30374,18,32821,
30374,20,36394,
30375,2,3246,
30375,4,6941,
30380,2,0,
30380,4,0,
30381,2,2550,
30381,4,5433,
30382,2,3223,
30382,4,6704,
30383,2,3645,
30383,4,8099,
30383,6,12823,
30383,8,17383,
30388,2,3752,
30388,4,8049,
30393,2,3549,
30393,4,8353,
30396,2,2702,
30396,4,5893,
30397,2,3324,
30397,4,7073,
30399,2,3806,
30399,4,8033,
30399,6,16690,
30399,8,14815,
30400,2,3589,
30400,4,7466,
30401,2,3371,
30401,4,6950,
30402,2,3888,
30402,4,8205,
30403,2,0,
30403,4,0,
30403,6,0,
30403,8,0,
30404,2,3470,
30404,4,7477,
30405,2,3276,
30405,4,7368,
30405,6,11956,
30405,8,15642,
30406,2,3447,
30406,4,7732,
30407,2,0,
30407,4,0,
30407,6,0,
30407,8,0,
30409,2,3712,
30409,4,8411,
30409,6,13444,
30409,8,17697,
30410,2,3799,
30410,4,8201,
30412,2,3240,
30412,4,7103,
30413,2,3891,
30413,4,8098,
30415,2,3782,
30415,4,8152,
30418,2,2922,
30418,4,6089,
30419,2,3502,
30419,4,7492,
30419,6,11707,
30419,8,16109,
30419,10,20584,
30419,12,25129,
30419,14,29589,
30419,16,34218,
30419,18,38941,
30419,20,43103,
30420,2,3985,
30420,4,0,
30420,6,8393,
30421,2,3433,
30421,4,7170,
30421,6,11213,
30421,8,15167,
30422,2,3747,
30422,4,8259,
30425,2,0,
30425,4,0,
30426,2,0,
30426,4,0,
30427,2,0,
30427,4,0,
30427,6,0,
30427,8,0,
30428,2,0,
30428,4,0,
30429,2,3008,
30429,4,6164,
30429,6,8843,
30429,8,11222,
30431,2,3236,
30431,4,6685,
30431,6,9593,
30431,8,12318,
30433,2,3291,
30433,4,6542,
30433,6,9287,
30433,8,11941,
30434,2,3775,
30434,4,7455,
30434,6,10556,
30434,8,13780,
30436,2,3582,
30436,4,7713,
30436,6,11321,
30436,8,14690,
30438,2,3548,
30438,4,7208,
30438,6,13055,
30438,8,16581,
30440,2,4311,
30440,4,8587,
30440,6,12208,
30440,8,15804,
30442,2,4116,
30442,4,8508,
30442,6,11754,
30442,8,15612,
30444,2,0,
30444,4,0,
30444,6,0,
30444,8,0,
30445,2,3207,
30445,4,6539,
30445,6,9675,
30445,8,12671,
30446,2,2925,
30446,4,6438,
30446,6,9472,
30446,8,12106,
30448,2,3312,
30448,4,6714,
30448,6,9824,
30448,8,12687,
30450,2,0,
30450,4,0,
30450,6,0,
30450,8,0,
30451,2,4589,
30451,4,8056,
30451,6,11515,
30451,8,15025,
30453,2,3791,
30453,4,8634,
30453,6,12321,
30453,8,15935,
30455,2,0,
30455,4,0,
30455,6,0,
30455,8,0,
30456,2,4555,
30456,4,8511,
30456,6,12217,
30456,8,16153,
30458,2,0,
30458,4,0,
30458,6,0,
30458,8,0,
30459,2,2519,
30459,4,5197,
30459,6,7683,
30459,8,10103,
30461,2,2680,
30461,4,5341,
30461,6,8053,
30461,8,10784,
30463,2,0,
30463,4,0,
30463,6,0,
30463,8,0,
30464,2,3622,
30464,4,6722,
30464,6,9877,
30464,8,13289,
30466,2,2094,
30466,4,0,
30466,6,9256,
30466,8,12662,
30467,2,2937,
30467,4,5940,
30467,6,9129,
30467,8,11968,
30469,2,3078,
30469,4,6156,
30469,6,9417,
30469,8,13354,
30471,2,0,
30471,4,0,
30471,6,0,
30471,8,0,
30472,2,0,
30472,4,0,
30472,6,0,
30472,8,0,
30473,2,2682,
30473,4,5443,
30473,6,8292,
30473,8,11023,
30475,2,3521,
30475,4,6448,
30475,6,9606,
30475,8,12691,
30477,2,0,
30477,4,0,
30477,6,0,
30477,8,0,
30478,2,3314,
30478,4,4942,
30478,6,10520,
30478,8,14407,
30480,2,3910,
30480,4,7552,
30480,6,10932,
30480,8,14767,
30482,2,3323,
30482,4,7148,
30482,6,10485,
30482,8,14170,
30484,2,0,
30484,4,0,
30484,6,0,
30484,8,0,
30485,2,2832,
30485,4,5957,
30485,6,8819,
30485,8,11973,
30485,10,14988,
30485,12,18459,
30485,14,20522,
30485,16,24787,
30486,2,2832,
30487,2,2767,
30487,4,5998,
30487,6,9011,
30487,8,12521,
30487,10,15731,
30487,12,19349,
30487,14,22258,
30487,16,25637,
30488,2,2767,
30489,2,3271,
30489,4,7010,
30489,6,9954,
30489,8,13205,
30489,10,16358,
30489,12,20184,
30489,14,23300,
30489,16,0,
30489,18,26737,
30490,2,3271,
30491,2,0,
30491,4,0,
30491,6,7808,
30491,8,9425,
30491,10,11342,
30491,12,15485,
30491,14,18660,
30491,16,22288,
30491,18,29655,
30648,2,4397,
30648,4,9199,
30650,2,3333,
30650,4,7289,
30652,2,2890,
30652,4,6186,
30653,2,3805,
30653,4,8519,
30653,6,13181,
30653,8,17322,
30654,2,3466,
30654,4,7370,
30654,6,11462,
30654,8,15707,
30654,10,19848,
30654,12,24040,
30654,14,28330,
30654,16,32565,
30654,18,36745,
30654,20,40775,
30656,2,4685,
30656,4,10077,
30658,2,7172,
30658,4,14609,
30660,2,0,
30660,4,0,
30662,2,3758,
30662,4,8084,
30664,2,4131,
30664,4,8506,
30665,2,4118,
30665,4,8676,
30665,6,14564,
30665,8,19014,
30666,2,3754,
30666,4,8148,
30666,6,12768,
30666,8,17538,
30666,10,22283,
30666,12,27026,
30666,14,31749,
30666,16,36558,
30666,18,41317,
30666,20,45529,
30668,2,4278,
30668,4,9062,
30670,2,3955,
30670,4,8352,
30671,2,3530,
30671,4,8324,
30672,2,3471,
30672,4,7670,
30672,6,0,
30672,8,16333,
30672,10,0,
30672,12,0,
30672,14,0,
30672,16,34210,
30672,18,0,
30672,20,42975,
30673,2,3415,
30673,4,7377,
30673,6,11712,
30673,8,16241,
30673,10,20913,
30673,12,25561,
30673,14,30300,
30673,16,35021,
30673,18,39643,
30673,20,44001,
30674,2,4364,
30674,4,9217,
30676,2,3970,
30676,4,9191,
30677,2,3732,
30677,4,7864,
30677,6,13003,
30677,8,16651,
30678,2,3705,
30678,4,7656,
30679,2,3029,
30679,4,6379,
30680,2,3760,
30680,4,7733,
30681,2,3197,
30681,4,6719,
30681,6,10347,
30681,8,13662,
30682,2,0,
30682,4,6856,
30683,2,2951,
30683,4,6394,
30683,6,10045,
30683,8,13437,
30684,2,3086,
30684,4,6509,
30684,6,9988,
30684,8,13507,
30684,10,17049,
30684,12,20636,
30684,14,24341,
30684,16,27954,
30684,18,31586,
30684,20,34986,
30685,2,2862,
30685,4,6573,
30685,6,11230,
30685,8,14666,
30686,2,2831,
30686,4,6215,
30688,2,0,
30688,4,8086,
30690,2,4801,
30690,4,10359,
30692,2,3553,
30692,4,7532,
30694,2,2971,
30694,4,6348,
30696,2,4696,
30696,4,9975,
30698,2,3600,
30698,4,7970,
30700,2,0,
30700,4,8865,
30702,2,0,
30702,4,12655,
30704,2,5441,
30704,4,11584,
30706,2,4991,
30706,4,10511,
30708,2,4162,
30708,4,9106,
30709,2,3463,
30709,4,7461,
30710,2,3514,
30710,4,7523,
30711,2,3398,
30711,4,7413,
30711,6,11662,
30711,8,15854,
30712,2,3960,
30712,4,8556,
30714,2,4406,
30714,4,9210,
30715,2,2685,
30715,4,5659,
30716,2,2949,
30716,4,6121,
30717,2,2889,
30717,4,6203,
30717,6,9719,
30717,8,13352,
30720,2,3112,
30720,4,6607,
30722,2,3808,
30722,4,8162,
30724,2,3653,
30724,4,7783,
30726,2,2637,
30726,4,5504,
30728,2,3332,
30728,4,7243,
30728,6,11618,
30728,8,16425,
30728,10,21236,
30728,12,25966,
30728,14,30751,
30728,16,35554,
30728,18,40387,
30728,20,44802,
30730,2,3957,
30730,4,8318,
30731,2,3262,
30731,4,7758,
30731,6,12540,
30731,8,16829,
30732,2,3741,
30732,4,7994,
30734,2,0,
30734,4,9623,
30736,2,3014,
30736,4,6848,
30737,2,2996,
30737,4,6494,
30737,6,10298,
30737,8,14054,
30737,10,17959,
30737,12,21897,
30737,14,29871,
30737,16,37362,
30737,18,39101,
30737,20,37359,
30738,2,3510,
30738,4,7723,
30740,2,3945,
30740,4,8664,
30741,2,3139,
30741,4,6519,
30742,2,3761,
30742,4,7780,
30743,2,3632,
30743,4,8195,
30743,6,13447,
30743,8,17451,
30744,2,3651,
30744,4,7918,
30746,2,3214,
30746,4,7042,
30747,2,3416,
30747,4,7575,
30747,6,11979,
30747,8,15819,
30748,2,3652,
30748,4,7446,
30750,2,3876,
30750,4,8262,
30751,2,3587,
30751,4,7963,
30752,2,0,
30752,4,8263,
30753,2,2874,
30753,4,6103,
30753,6,9660,
30753,8,13360,
30754,2,2955,
30754,4,6488,
30754,6,10146,
30754,8,13518,
30755,2,3298,
30755,4,7131,
30756,2,3148,
30756,4,6812,
30756,6,10756,
30756,8,14667,
30757,2,3358,
30757,4,7197,
30757,6,11314,
30757,8,15394,
30757,10,19587,
30757,12,24004,
30757,14,28346,
30757,16,32712,
30757,18,37032,
30757,20,40913,
30758,2,3085,
30758,4,6955,
30758,6,11374,
30758,8,14883,
30759,2,3125,
30759,4,6488,
30759,6,9880,
30759,8,17051,
30759,10,0,
30759,12,20658,
30759,14,24273,
30759,16,27912,
30759,18,31581,
30759,20,35046,
30761,2,4269,
30761,4,9488,
30762,2,3092,
30762,4,6739,
30762,6,10547,
30762,8,14304,
30763,2,3125,
30763,4,6914,
30763,6,10884,
30763,8,14977,
30763,10,19021,
30763,12,23212,
30763,14,27429,
30763,16,31676,
30763,18,35771,
30763,20,39429,
30764,2,3163,
30764,4,6998,
30764,6,11415,
30764,8,15048,
30765,2,3271,
30765,4,6939,
30766,2,3325,
30766,4,7101,
30766,6,11139,
30766,8,15061,
30768,2,3662,
30768,4,8527,
30769,2,3709,
30769,4,7758,
30771,2,5681,
30771,4,11891,
30772,2,3409,
30772,4,7455,
30772,6,12874,
30772,8,16598,
30773,2,3077,
30773,4,6446,
30774,2,3276,
30774,4,6967,
30774,6,11010,
30774,8,14972,
30775,2,3798,
30775,4,7877,
30776,2,3122,
30776,4,6398,
30776,6,9079,
30776,8,11505,
30778,2,3390,
30778,4,7006,
30778,6,10319,
30778,8,13039,
30780,2,3513,
30780,4,7066,
30780,6,10495,
30780,8,13504,
30782,2,3891,
30782,4,7949,
30782,6,11798,
30782,8,15406,
30784,2,3605,
30784,4,7187,
30784,6,10849,
30784,8,14135,
30786,2,4443,
30786,4,8629,
30786,6,12269,
30786,8,15152,
30788,2,3937,
30788,4,8054,
30788,6,11425,
30788,8,14785,
30790,2,3109,
30790,4,6559,
30790,6,9532,
30790,8,12316,
30792,2,3581,
30792,4,7140,
30792,6,10278,
30792,8,13396,
30794,2,3901,
30794,4,8795,
30794,6,12394,
30794,8,16031,
30796,2,3989,
30796,4,8586,
30796,6,12023,
30796,8,16111,
30798,2,4295,
30798,4,9147,
30798,6,12686,
30798,8,17103,
30800,2,0,
30800,4,0,
30800,6,0,
30800,8,0,
30801,2,4994,
30801,4,9051,
30801,6,12721,
30801,8,15862,
30803,2,2615,
30803,4,5330,
30803,6,7895,
30803,8,10692,
30805,2,2766,
30805,4,5657,
30805,6,8403,
30805,8,11292,
30807,2,2953,
30807,4,6076,
30807,6,9125,
30807,8,13185,
30809,2,2887,
30809,4,5844,
30809,6,9044,
30809,8,12368,
30811,2,2899,
30811,4,5906,
30811,6,8903,
30811,8,12097,
30813,2,2927,
30813,4,5838,
30813,6,8859,
30813,8,11891,
30815,2,3049,
30815,4,6367,
30815,6,9934,
30815,8,13411,
30817,2,2630,
30817,4,5407,
30817,6,8085,
30817,8,10654,
30819,2,2881,
30819,4,6254,
30819,6,9029,
30819,8,11935,
30821,2,3037,
30821,4,6324,
30821,6,0,
30821,8,15887,
30823,2,0,
30823,4,0,
30823,6,0,
30823,8,0,
30824,2,3437,
30824,4,6983,
30824,6,10770,
30824,8,15351,
30826,2,3358,
30826,4,6718,
30826,6,10573,
30826,8,14789,
30828,2,2967,
30828,4,6247,
30828,6,10072,
30828,8,14102,
30830,2,2633,
30830,4,5604,
30830,6,8280,
30830,8,11350,
30830,10,14226,
30830,12,17527,
30830,14,20160,
30830,16,23126,
30831,2,2633,
30832,2,2932,
30832,4,6074,
30832,6,8882,
30832,8,12174,
30832,10,13880,
30832,12,18513,
30832,14,21483,
30832,16,24862,
30833,2,2932,
30834,2,2736,
30834,4,5763,
30834,6,8625,
30834,8,11824,
30834,10,14724,
30834,12,17953,
30834,14,20686,
30834,16,23838,
30835,2,2736,
30836,2,3204,
30836,4,6637,
30836,6,8544,
30836,8,13745,
30836,10,0,
30836,12,21252,
30836,14,24588,
30836,16,28408,
30837,2,3204,
30838,2,3443,
30838,4,7257,
30838,6,12186,
30838,8,15668,
30839,2,3100,
30839,4,6500,
30839,6,10004,
30839,8,13526,
30839,10,17118,
30839,12,20748,
30839,14,24518,
30839,16,28252,
30839,18,31908,
30839,20,35404,
30841,2,2969,
30841,4,6397,
30843,2,3840,
30843,4,8070,
30845,2,2790,
30845,4,5897,
30846,2,2633,
30846,4,5463,
30847,2,3317,
30847,4,7081,
30848,2,3287,
30848,4,7127,
30848,6,11582,
30848,8,14995,
30849,2,3466,
30849,4,7184,
30851,2,3449,
30851,4,7066,
30852,2,2829,
30852,4,6370,
30852,6,9334,
30852,8,11952,
30854,2,2677,
30854,4,5443,
30854,6,8223,
30854,8,10911,
30856,2,3828,
30856,4,8374,
30856,6,14054,
30856,8,18213,
30857,2,4321,
30857,4,9168,
30859,2,5212,
30859,4,11400,
30861,2,4193,
30861,4,9277,
30862,2,0,
30862,4,0,
30863,2,3363,
30863,4,7452,
30863,6,12979,
30863,8,17000,
30864,2,3491,
30864,4,7971,
30865,2,3378,
30865,4,0,
30865,6,7195,
30865,8,11170,
30865,10,0,
30865,12,15258,
30868,2,4861,
30868,4,10334,
30870,2,7069,
30870,4,14300,
30872,2,4093,
30872,4,8483,
30874,2,0,
30874,4,0,
30875,2,0,
30875,4,0,
30875,6,6762,
30875,8,0,
30875,10,0,
30875,12,15225,
30877,2,4026,
30877,4,8744,
30877,6,0,
30877,8,18724,
30878,2,4157,
30878,4,9596,
30879,2,0,
30879,4,3600,
30879,6,0,
30879,8,7599,
30879,10,0,
30879,12,16553,
30880,2,3819,
30880,4,0,
30880,6,8140,
30880,8,12753,
30880,10,0,
30880,12,17484,
30880,14,22308,
30880,16,0,
30880,18,27105,
30880,20,31865,
30880,22,0,
30880,24,36636,
30880,26,41446,
30880,28,0,
30880,30,45733,
30882,2,4148,
30882,4,8537,
30884,2,0,
30884,4,10259,
30885,2,3499,
30885,4,8037,
30885,6,13262,
30885,8,17397,
30886,2,3493,
30886,4,7909,
30887,2,3965,
30887,4,8678,
30887,6,13854,
30887,8,18185,
30888,2,0,
30888,4,0,
30889,2,3956,
30889,4,8527,
30889,6,0,
30889,8,19935,
30890,2,0,
30890,4,0,
30891,2,3476,
30891,4,7363,
30891,6,12696,
30891,8,16556,
30892,2,4068,
30892,4,8645,
30894,2,4838,
30894,4,10080,
30895,2,3284,
30895,4,7249,
30895,6,11401,
30895,8,15341,
30896,2,3628,
30896,4,0,
30896,6,7887,
30896,8,12335,
30896,10,0,
30896,12,16925,
30896,14,21592,
30896,16,0,
30896,18,26358,
30896,20,31191,
30896,22,0,
30896,24,35943,
30896,26,40683,
30896,28,0,
30896,30,44869,
30898,2,3554,
30898,4,7348,
30899,2,3009,
30899,4,6419,
30899,6,9986,
30899,8,13600,
30899,10,0,
30899,12,0,
30899,14,21018,
30899,16,24692,
30899,18,28368,
30899,20,32074,
30899,22,35556,
30900,2,3546,
30900,4,7586,
30902,2,5781,
30902,4,12504,
30903,2,3294,
30903,4,7108,
30904,2,3714,
30904,4,7681,
30905,2,3040,
30905,4,6645,
30906,2,3822,
30906,4,8142,
30908,2,4864,
30908,4,9572,
30910,2,4400,
30910,4,9558,
30911,2,4130,
30911,4,9169,
30911,6,14539,
30911,8,19178,
30912,2,3965,
30912,4,0,
30912,6,8571,
30912,8,0,
30912,10,0,
30912,12,23999,
30912,14,0,
30912,16,0,
30912,18,0,
30912,20,0,
30912,22,34721,
30912,24,0,
30912,26,0,
30912,28,0,
30912,30,49393,
30914,2,4997,
30914,4,10608,
30916,2,3733,
30916,4,8320,
30918,2,5084,
30918,4,10750,
30919,2,3477,
30919,4,7679,
30919,6,12355,
30919,8,16244,
30920,2,3418,
