SplitID,SplitIndex,Split,StrokeRate
53975,4,5457,
53976,2,3122,
53976,4,6504,
53977,2,3203,
53977,4,7010,
53977,6,12083,
53977,8,16160,
53980,2,4376,
53980,4,9087,
53981,2,3698,
53981,4,8337,
53981,6,13352,
53981,8,17511,
53982,2,3536,
53982,4,7835,
53982,6,12376,
53982,8,17056,
53982,10,21799,
53982,12,26424,
53982,14,31082,
53982,16,35807,
53982,18,40227,
53982,20,44555,
53983,2,3644,
53983,4,7967,
53984,2,4077,
53984,4,8618,
53986,2,3578,
53986,4,7492,
53987,2,3107,
53987,4,6173,
53987,6,8787,
53987,8,11252,
53989,2,3062,
53989,4,6353,
53989,6,9388,
53989,8,12034,
53991,2,4264,
53991,4,7406,
53991,6,10819,
53991,8,14481,
53993,2,3995,
53993,4,8629,
53993,6,12163,
53993,8,15692,
53995,2,4294,
53995,4,8863,
53995,6,12073,
53995,8,15769,
53997,2,4254,
53997,4,8657,
53997,6,11960,
53997,8,15421,
53999,2,4868,
53999,4,9617,
53999,6,12643,
53999,8,16659,
54001,2,5041,
54001,4,9052,
54001,6,12609,
54001,8,17042,
54003,2,4184,
54003,4,8468,
54003,6,11719,
54003,8,15257,
54005,2,3091,
54005,4,6264,
54005,6,9098,
54005,8,11803,
54007,2,3393,
54007,4,7152,
54007,6,10242,
54007,8,13028,
54009,2,4708,
54009,4,9230,
54009,6,0,
54009,8,16416,
54011,2,3819,
54011,4,9126,
54011,6,11830,
54011,8,15673,
54013,2,4190,
54013,4,9487,
54013,6,12872,
54013,8,17280,
54015,2,4885,
54015,4,8927,
54015,6,12355,
54015,8,16161,
54017,2,3862,
54017,4,8497,
54017,6,12133,
54017,8,15792,
54019,2,4236,
54019,4,0,
54019,6,13904,
54019,8,18659,
54020,2,3981,
54020,4,8712,
54020,6,12479,
54020,8,16050,
54022,2,4094,
54022,4,10294,
54022,6,13677,
54022,8,19454,
54024,2,4012,
54024,4,9458,
54024,6,13124,
54024,8,18553,
54026,2,5039,
54026,4,10351,
54026,6,14409,
54026,8,19811,
54028,2,2501,
54028,4,5003,
54028,6,7666,
54028,8,10088,
54030,2,2693,
54030,4,5241,
54030,6,7983,
54030,8,10566,
54032,2,2887,
54032,4,6140,
54032,6,9730,
54032,8,12837,
54034,2,2891,
54034,4,6778,
54034,6,10268,
54034,8,14158,
54036,2,3069,
54036,4,6350,
54036,6,0,
54036,8,14391,
54038,2,3048,
54038,4,6328,
54038,6,10259,
54038,8,16258,
54040,2,3206,
54040,4,6568,
54040,6,9467,
54040,8,15188,
54042,2,3130,
54042,4,6632,
54042,6,14272,
54042,8,17137,
54044,2,2833,
54044,4,5658,
54044,6,8411,
54044,8,11070,
54046,2,2764,
54046,4,5708,
54046,6,8753,
54046,8,11707,
54048,2,2745,
54048,4,6142,
54048,6,9428,
54048,8,13486,
54050,2,2990,
54050,4,6363,
54050,6,10042,
54050,8,14695,
54052,2,3789,
54052,4,9803,
54052,6,13182,
54052,8,18183,
54054,2,3062,
54054,4,6448,
54054,6,10471,
54054,8,14816,
54056,2,3158,
54056,4,6600,
54056,6,10157,
54056,8,14644,
54058,2,3246,
54058,4,6559,
54058,6,10427,
54058,8,14426,
54060,2,3285,
54060,4,6443,
54060,6,10391,
54060,8,14227,
54062,2,3254,
54062,4,6637,
54062,6,10628,
54062,8,14502,
54064,2,3196,
54064,4,6518,
54064,6,10217,
54064,8,14151,
54066,2,3259,
54066,4,0,
54066,6,11179,
54066,8,14208,
54067,2,3080,
54067,4,6911,
54067,6,8595,
54067,8,0,
54067,10,16544,
54067,12,20137,
54067,14,23236,
54067,16,26710,
54068,2,3080,
54069,2,3015,
54069,4,6333,
54069,6,9239,
54069,8,0,
54069,10,16130,
54069,12,19712,
54069,14,22621,
54069,16,25813,
54070,2,3015,
54071,2,2882,
54071,4,6065,
54071,6,9124,
54071,8,12674,
54071,10,15744,
54071,12,19275,
54071,14,22185,
54071,16,25621,
54072,2,2882,
54073,2,3221,
54073,4,6845,
54073,6,10070,
54073,8,13738,
54073,10,17004,
54073,12,0,
54073,14,24090,
54073,16,28044,
54074,2,3221,
54075,2,3851,
54075,4,8499,
54075,6,13706,
54075,8,18995,
54076,2,3768,
54076,4,8050,
54077,2,3305,
54077,4,7054,
54077,6,11193,
54077,8,15256,
54078,2,3696,
54078,4,7951,
54080,2,4282,
54080,4,8862,
54081,2,3546,
54081,4,8108,
54082,2,3861,
54082,4,7933,
54083,2,3022,
54083,4,6919,
54083,6,11590,
54083,8,15017,
54084,2,2885,
54084,4,6000,
54086,2,0,
54086,4,0,
54086,6,0,
54086,8,0,
54086,10,20071,
54086,12,0,
54086,14,0,
54086,16,0,
54086,18,37876,
54086,20,41938,
54087,2,3533,
54087,4,7344,
54087,6,12889,
54087,8,17079,
54088,2,4141,
54088,4,8887,
54089,2,2851,
54089,4,6181,
54089,6,9530,
54089,8,12964,
54089,10,16437,
54089,12,20014,
54089,14,23730,
54089,16,27382,
54089,18,31008,
54089,20,34208,
54090,2,2911,
54090,4,5980,
54091,2,4270,
54091,4,10161,
54091,6,16639,
54091,8,22200,
54092,2,3719,
54092,4,8497,
54094,2,2818,
54094,4,5883,
54095,2,2819,
54095,4,6182,
54095,6,10324,
54095,8,13442,
54096,2,2851,
54096,4,6049,
54096,6,9401,
54096,8,12776,
54096,10,16218,
54096,12,19702,
54096,14,23218,
54096,16,26740,
54096,18,30235,
54096,20,33465,
54098,2,3912,
54098,4,8280,
54099,2,3502,
54099,4,7841,
54099,6,13395,
54099,8,17646,
54100,2,4540,
54100,4,9532,
54101,2,4229,
54101,4,8903,
54101,6,14156,
54101,8,19458,
54102,2,4011,
54102,4,8533,
54103,2,4047,
54103,4,8528,
54103,6,13166,
54103,8,17904,
54103,10,22802,
54103,12,27753,
54103,14,32611,
54103,16,37602,
54103,18,0,
54103,20,47193,
54104,2,4537,
54104,4,9295,
54106,2,4204,
54106,4,8979,
54107,2,3311,
54107,4,7210,
54107,6,11606,
54107,8,16028,
54108,2,3317,
54108,4,7167,
54110,2,3405,
54110,4,7246,
54111,2,3255,
54111,4,7232,
54111,6,12249,
54111,8,16212,
54112,2,3349,
54112,4,6995,
54113,2,3198,
54113,4,6928,
54113,6,11003,
54113,8,14924,
54114,2,3034,
54114,4,6535,
54116,2,2894,
54116,4,6161,
54116,6,9510,
54116,8,12960,
54116,10,16491,
54116,12,20087,
54116,14,23755,
54116,16,27469,
54116,18,31199,
54116,20,34889,
54117,2,3639,
54117,4,7885,
54117,6,12357,
54117,8,16981,
54117,10,21738,
54117,12,26426,
54117,14,35835,
54117,16,0,
54117,18,40587,
54117,20,44673,
54118,2,4688,
54118,4,9949,
54119,2,3304,
54119,4,7323,
54119,6,12312,
54119,8,16053,
54120,2,3411,
54120,4,7198,
54121,2,3304,
54121,4,6927,
54122,2,3926,
54122,4,8052,
54124,2,5210,
54124,4,10969,
54125,2,3120,
54125,4,6687,
54125,6,11252,
54125,8,14742,
54126,2,3208,
54126,4,6885,
54128,2,3713,
54128,4,0,
54128,6,0,
54128,8,17288,
54130,2,3616,
54130,4,8220,
54130,6,13269,
54130,8,18021,
54131,2,3612,
54131,4,7743,
54133,2,5167,
54133,4,11164,
54134,2,3414,
54134,4,7426,
54134,6,11978,
54134,8,16734,
54135,2,3981,
54135,4,8359,
54137,2,3342,
54137,4,7009,
54138,2,3124,
54138,4,6636,
54138,6,10315,
54138,8,13909,
54139,2,3179,
54139,4,6695,
54139,6,10375,
54139,8,14191,
54139,10,18079,
54139,12,22024,
54139,14,26016,
54139,16,30041,
54139,18,34100,
54139,20,37942,
54140,2,2947,
54140,4,6391,
54140,6,10589,
54140,8,13798,
54142,2,2769,
54142,4,5872,
54142,6,8419,
54142,8,10813,
54144,2,3110,
54144,4,6384,
54144,6,9513,
54144,8,12127,
54146,2,3111,
54146,4,6832,
54146,6,9685,
54146,8,12448,
54148,2,3262,
54148,4,7137,
54148,6,10661,
54148,8,13452,
54150,2,4157,
54150,4,8342,
54150,6,12451,
54150,8,16112,
54152,2,2566,
54152,4,5568,
54152,6,8168,
54152,8,10792,
54154,2,2935,
54154,4,6576,
54154,6,10181,
54154,8,12916,
54156,2,3609,
54156,4,7187,
54156,6,10521,
54156,8,13513,
54158,2,2840,
54158,4,5682,
54158,6,8429,
54158,8,11126,
54160,2,2920,
54160,4,5994,
54160,6,9069,
54160,8,11861,
54162,2,3180,
54162,4,6849,
54162,6,0,
54162,8,14324,
54164,2,2657,
54164,4,5517,
54164,6,8138,
54164,8,11099,
54164,10,13709,
54164,12,16540,
54164,14,19116,
54164,16,21944,
54165,2,2657,
54166,2,2653,
54166,4,0,
54166,6,8855,
54166,8,12622,
54166,10,15887,
54166,12,19860,
54166,14,0,
54166,16,25963,
54167,2,3960,
54167,4,8605,
54167,6,0,
54167,8,16840,
54167,10,21048,
54167,12,26221,
54167,14,0,
54167,16,33706,
54168,2,3129,
54168,4,6526,
54168,6,9897,
54168,8,13726,
54168,10,17090,
54168,12,20912,
54168,14,23998,
54168,16,27414,
54169,2,3129,
54170,2,3200,
54170,4,6718,
54170,6,10868,
54170,8,17289,
54170,10,20276,
54170,12,24572,
54170,14,28167,
54170,16,32134,
54171,2,3200,
54173,2,0,
54173,4,0,
54175,2,7941,
54175,4,16443,
54379,2,5308,
54379,4,11239,
54381,2,3597,
54381,4,7310,
54383,2,4697,
54383,4,9971,
54385,2,4264,
54385,4,8929,
54387,2,4981,
54387,4,10505,
54389,2,0,
54389,4,0,
54391,2,3886,
54391,4,8034,
54392,2,3845,
54392,4,8012,
54392,6,12833,
54392,8,16820,
54393,2,4045,
54393,4,8569,
54394,2,2790,
54394,4,6017,
54394,6,9518,
54394,8,12912,
54395,2,3506,
54395,4,7504,
54396,2,4009,
54396,4,8218,
54397,2,4720,
54397,4,9578,
54398,2,3448,
54398,4,7371,
54399,2,0,
54399,4,9576,
54401,2,2828,
54401,4,5958,
54403,2,5493,
54403,4,11558,
54404,2,3435,
54404,4,7212,
54405,2,4347,
54405,4,8845,
54406,2,3391,
54406,4,7330,
54406,6,12177,
54406,8,15791,
54407,2,3360,
54407,4,7193,
54407,6,11103,
54407,8,15065,
54407,10,19105,
54407,12,23067,
54407,14,27134,
54407,16,31085,
54407,18,34958,
54407,20,38550,
54409,2,3462,
54409,4,7694,
54411,2,0,
54411,4,8388,
54413,2,3715,
54413,4,8020,
54415,2,4548,
54415,4,9654,
54416,2,0,
54416,4,7003,
54416,6,9885,
54416,8,12442,
54417,2,4104,
54417,4,8359,
54417,6,11661,
54417,8,14851,
54419,2,3418,
54419,4,8656,
54419,6,13050,
54419,8,16684,
54421,2,2626,
54421,4,5600,
54421,6,8292,
54421,8,10900,
54423,2,3288,
54423,4,6623,
54423,6,9905,
54423,8,13117,
54425,2,3161,
54425,4,6989,
54425,6,10269,
54425,8,13952,
54427,2,3318,
54427,4,6912,
54427,6,11103,
54427,8,15421,
54427,10,19119,
54427,12,22926,
54427,14,26997,
54427,16,31421,
54428,2,3318,
54484,2,0,
54484,4,11686,
54485,2,4041,
54485,4,8891,
54486,2,3705,
54486,4,8297,
54487,2,4093,
54487,4,8755,
54489,2,6092,
54489,4,13108,
54491,2,0,
54491,4,9926,
54493,2,5433,
54493,4,11244,
54497,2,5458,
54497,4,11317,
54499,2,5624,
54499,4,12566,
54502,2,4231,
54502,4,9172,
54503,2,0,
54503,4,0,
54504,2,6490,
54504,4,14210,
54506,2,0,
54506,4,12136,
54508,2,4539,
54508,4,10246,
54509,2,4909,
54509,4,10128,
54510,2,3366,
54510,4,8389,
54510,6,12923,
54510,8,16822,
54512,2,3566,
54512,4,8654,
54512,6,14773,
54512,8,18855,
54514,2,5262,
54514,4,11597,
54514,6,14681,
54514,8,18713,
54516,2,3037,
54516,4,6678,
54516,6,10324,
54516,8,14099,
54518,2,3825,
54518,4,6859,
54518,6,12061,
54518,8,15634,
54520,2,3839,
54520,4,7670,
58835,2,2838,
58835,4,5958,
58835,6,8718,
58835,8,11829,
58835,10,14620,
58835,12,17825,
58835,14,20555,
58835,16,23657,
58836,2,3054,
58836,4,6404,
58836,6,9330,
58836,8,0,
58836,10,15541,
58836,12,0,
58836,14,21571,
58836,16,24781,
58837,2,3054,
58838,2,2484,
58838,4,5205,
58838,6,7628,
58838,8,10286,
58838,10,12682,
58838,12,15348,
58838,14,17633,
58838,16,20138,
58839,2,2484,
58840,2,2427,
58840,4,5085,
58840,6,7427,
54520,6,11739,
54520,8,15903,
54522,2,0,
54522,4,0,
54523,2,3213,
54523,4,6660,
54523,6,10820,
54523,8,14015,
54524,2,3299,
54524,4,6830,
54524,6,10345,
54524,8,13874,
54524,10,17400,
54524,12,20906,
54524,14,24326,
54524,16,27718,
54524,18,31094,
54524,20,34310,
54525,2,4293,
54525,4,9436,
54525,6,14905,
54525,8,19334,
54526,2,0,
54526,4,9298,
54527,2,4361,
54527,4,9706,
54528,2,4332,
54528,4,9333,
54529,2,4795,
54529,4,11358,
54530,2,4318,
54530,4,9451,
54531,2,3945,
54531,4,8866,
54532,2,4392,
54532,4,9578,
54534,2,3711,
54534,4,7907,
54535,2,4118,
54535,4,9226,
54536,2,3913,
54536,4,8194,
54536,6,12638,
54536,8,17242,
54536,10,21956,
54536,12,26731,
54536,14,31652,
54536,16,36553,
54536,18,41384,
54536,20,45740,
54537,2,4463,
54537,4,10413,
54538,2,4794,
54538,4,10233,
54539,2,3486,
54539,4,8008,
54540,2,3340,
54540,4,7147,
54540,6,11222,
54540,8,15550,
54540,10,19939,
54540,12,24447,
54540,14,28902,
54540,16,33448,
54540,18,37937,
54540,20,42145,
54541,2,3450,
54541,4,7609,
54541,6,12355,
54541,8,17256,
54542,2,5145,
54542,4,11806,
54544,2,5205,
54544,4,11226,
54545,2,4084,
54545,4,9229,
54545,6,15223,
54545,8,18966,
54546,2,4614,
54546,4,9714,
54547,2,3956,
54547,4,8630,
54547,6,13650,
54547,8,18429,
54548,2,4992,
54548,4,10851,
54550,2,3036,
54550,4,6341,
54551,2,3908,
54551,4,8394,
54552,2,3611,
54552,4,8097,
54552,6,13298,
54552,8,17339,
54553,2,3176,
54553,4,6669,
54557,2,4457,
54557,4,9749,
54558,2,3054,
54558,4,6722,
54558,6,10826,
54558,8,14349,
54559,2,3389,
54559,4,7184,
54560,2,3463,
54560,4,7761,
54560,6,12668,
54560,8,16249,
54561,2,3542,
54561,4,7956,
54562,2,3834,
54562,4,8206,
54563,2,5981,
54563,4,13149,
54564,2,0,
54564,4,7955,
54564,6,13575,
54564,8,17806,
54565,2,3684,
54565,4,7760,
54567,2,4293,
54567,4,10198,
54568,2,4267,
54568,4,8953,
54569,2,3227,
54569,4,7047,
54569,6,12744,
54569,8,16481,
54571,2,3236,
54571,4,6822,
54573,2,3338,
54573,4,7070,
54574,2,4337,
54574,4,9452,
54574,6,15412,
54574,8,20539,
54575,2,4877,
54575,4,10178,
54576,2,3198,
54576,4,6812,
54576,6,10502,
54576,8,14233,
54576,10,18027,
54576,12,21828,
54576,14,25738,
54576,16,29762,
54576,18,33643,
54576,20,37470,
54577,2,3882,
54577,4,8190,
54578,2,4208,
54578,4,9329,
54579,2,4753,
54579,4,9844,
54581,2,3712,
54581,4,7453,
54583,2,4346,
54583,4,9277,
54585,2,6134,
54585,4,12640,
54586,2,4096,
54586,4,8986,
54587,2,4511,
54587,4,10448,
54589,2,3846,
54589,4,7961,
54589,6,12283,
54589,8,16794,
54589,10,21587,
54589,12,26385,
54589,14,31127,
54589,16,35943,
54589,18,40547,
54589,20,44597,
54591,2,3579,
54591,4,7773,
54592,2,2909,
54592,4,6391,
54592,6,10140,
54592,8,13842,
54593,2,2710,
54593,4,5850,
54595,2,4657,
54595,4,9586,
54596,2,3751,
54596,4,8080,
54596,6,12479,
54596,8,17072,
54596,10,21844,
54596,12,26573,
54596,14,31478,
54596,16,36491,
54596,18,41455,
54596,20,45932,
54597,2,4562,
54597,4,9775,
54599,2,4629,
54599,4,10014,
54600,2,3584,
54600,4,8087,
54600,6,13334,
54600,8,17330,
54601,2,3741,
54601,4,8577,
54602,2,4196,
54602,4,9109,
54602,6,14565,
54602,8,19609,
54603,2,4613,
54603,4,9507,
54604,2,3459,
54604,4,7544,
54604,6,12081,
54604,8,16613,
54605,2,4245,
54605,4,9237,
54606,2,3568,
54606,4,7531,
54606,6,12414,
54606,8,16325,
54608,2,3220,
54608,4,6972,
54608,6,10939,
54608,8,14959,
54608,10,19019,
54608,12,23162,
54608,14,27340,
54608,16,31534,
54608,18,35674,
54608,20,39293,
54609,2,3560,
54609,4,7550,
54610,2,4362,
54610,4,9342,
54611,2,3062,
54611,4,6756,
54611,6,10912,
54611,8,15071,
54614,2,6130,
54614,4,13109,
54616,2,0,
54616,4,13724,
54618,2,0,
54618,4,13678,
54619,2,3433,
54619,4,7466,
54620,2,3628,
54620,4,7794,
54621,2,2824,
54621,4,6119,
54621,6,9650,
54621,8,13199,
54622,2,3284,
54622,4,6724,
54623,2,3543,
54623,4,7654,
54623,6,12279,
54623,8,16815,
54624,2,3950,
54624,4,8418,
54624,6,13147,
54624,8,18037,
54624,10,23084,
54624,12,28061,
54624,14,33095,
54624,16,38182,
54624,18,43118,
54624,20,47525,
54625,2,3904,
54625,4,8925,
54625,6,14351,
54625,8,19065,
54626,2,3996,
54626,4,9212,
54628,2,0,
54628,4,0,
54630,2,5572,
54630,4,11763,
54632,2,5774,
54632,4,12453,
54633,2,3324,
54633,4,7293,
54633,6,11549,
54633,8,15373,
54634,2,3456,
54634,4,7563,
54634,6,12069,
54634,8,16486,
54634,10,21084,
54634,12,25656,
54634,14,30194,
54634,16,34742,
54634,18,39154,
54634,20,43184,
54636,2,5462,
54636,4,12106,
54637,2,3606,
54637,4,7978,
54638,2,0,
54638,4,0,
54638,6,0,
54638,8,0,
54638,10,20384,
54638,12,24759,
54638,14,0,
54638,16,0,
54638,18,37731,
54638,20,41485,
54640,2,4374,
54640,4,9640,
54642,2,5064,
54642,4,10556,
54644,2,3043,
54644,4,6392,
54645,2,4014,
54645,4,8553,
54646,2,3879,
54646,4,7994,
54648,2,0,
54648,4,16116,
54650,2,4693,
54650,4,10887,
54651,2,4104,
54651,4,9110,
54651,6,14297,
54651,8,19354,
54652,2,4879,
54652,4,10618,
54655,2,2853,
54655,4,6110,
54657,2,6104,
54657,4,13096,
54659,2,4100,
54659,4,8945,
54661,2,6073,
54661,4,13149,
54663,2,0,
54663,4,11573,
54665,2,5419,
54665,4,11194,
54667,2,9704,
54667,4,20717,
54668,2,4499,
54668,4,9283,
54668,6,15361,
54668,8,19417,
54669,2,4758,
54669,4,10382,
54671,2,0,
54671,4,9220,
54672,2,2918,
54672,4,6113,
54672,6,9571,
54672,8,12985,
54673,2,3550,
54673,4,7212,
54675,2,5768,
54675,4,12037,
54677,2,5326,
54677,4,11874,
54678,2,3632,
54678,4,7904,
54678,6,12497,
54678,8,17080,
54680,2,3217,
54680,4,7251,
54682,2,3800,
54682,4,8819,
54683,2,4228,
54683,4,9037,
54684,2,3023,
54684,4,6548,
54684,6,10263,
54684,8,14076,
54684,10,17958,
54684,12,21884,
54684,14,25747,
54684,16,29710,
54684,18,33697,
54684,20,37015,
54685,2,3454,
54685,4,7483,
54686,2,2886,
54686,4,6374,
54687,2,3326,
54687,4,7054,
54689,2,4254,
54689,4,9028,
54690,2,3576,
54690,4,7450,
54691,2,4087,
54691,4,8522,
54692,2,3155,
54692,4,6201,
54692,6,8793,
54692,8,11316,
54694,2,3049,
54694,4,6469,
54694,6,9762,
54694,8,12397,
54696,2,3495,
54696,4,7652,
54696,6,11609,
54696,8,14766,
54698,2,3076,
54698,4,7359,
54698,6,10664,
54698,8,14254,
54700,2,3183,
54700,4,8492,
54700,6,12115,
54700,8,15057,
54702,2,3415,
54702,4,7702,
54702,6,13689,
54702,8,17524,
54704,2,4453,
54704,4,9161,
54704,6,14015,
54704,8,16624,
54706,2,0,
54706,4,9183,
54706,6,11900,
54706,8,11900,
54707,2,3783,
54707,4,7472,
54707,6,10598,
54707,8,13312,
54709,2,3058,
54709,4,8441,
54709,6,12513,
54709,8,15614,
54711,2,4125,
54711,4,10231,
54711,6,13339,
54711,8,16208,
54713,2,3815,
54713,4,0,
54713,6,12653,
54713,8,16937,
54714,2,4110,
54714,4,8900,
54714,6,12892,
54714,8,16273,
54716,2,3672,
54716,4,8767,
54716,6,12131,
54716,8,15935,
54718,2,3787,
54718,4,8039,
54718,6,12954,
54718,8,16580,
54720,2,4057,
54720,4,8918,
54720,6,12879,
54720,8,16676,
54722,2,4351,
54722,4,8976,
54722,6,13340,
54722,8,17797,
54724,2,3592,
54724,4,0,
54724,6,13794,
54724,8,18341,
54725,2,2479,
54725,4,5052,
54725,6,7623,
54725,8,10025,
54727,2,2775,
54727,4,5622,
54727,6,8466,
54727,8,11200,
54729,2,2871,
54729,4,6111,
54729,6,9642,
54729,8,13380,
54731,2,2897,
54731,4,6079,
54731,6,9353,
54731,8,13088,
54733,2,3633,
54733,4,6822,
54733,6,10319,
54733,8,14091,
54735,2,3105,
54735,4,6409,
54735,6,10055,
54735,8,15450,
54737,2,2812,
54737,4,5624,
54737,6,8380,
54737,8,11114,
54739,2,2992,
54739,4,6007,
54739,6,9028,
54739,8,11940,
54741,2,2791,
54741,4,6174,
54741,6,10909,
54741,8,15346,
54743,2,0,
54743,4,6731,
54743,6,10577,
54743,8,14753,
54744,2,3347,
54744,4,6970,
54744,6,0,
54744,8,16344,
54746,2,3438,
54746,4,0,
54746,6,12063,
54746,8,17257,
54747,2,3197,
54747,4,7079,
54747,6,10928,
54747,8,14773,
54749,2,3324,
54749,4,6665,
54749,6,10421,
54749,8,14616,
54751,2,3342,
54751,4,6545,
54751,6,10277,
54751,8,15385,
54753,2,3405,
54753,4,6666,
54753,6,10523,
54753,8,14233,
54755,2,2934,
54755,4,6076,
54755,6,8881,
54755,8,12185,
54755,10,15175,
54755,12,18509,
54755,14,21424,
54755,16,24882,
54756,2,2934,
54757,2,3001,
54757,4,6491,
54757,6,9483,
54757,8,13109,
54757,10,14871,
54757,12,0,
54757,14,23109,
54757,16,26496,
54758,2,3001,
54759,2,2918,
54759,4,6123,
54759,6,9169,
54759,8,12583,
54759,10,15475,
54759,12,18811,
54759,14,21863,
54759,16,25309,
54760,2,2918,
54761,2,3327,
54761,4,7331,
54761,6,10581,
54761,8,14425,
54761,10,17720,
54761,12,21675,
54761,14,24816,
54761,16,28342,
54762,2,3327,
54779,2,3591,
54779,4,6208,
54779,6,9395,
54779,8,12262,
54781,2,2786,
54781,4,6126,
54781,6,9125,
54781,8,11586,
54783,2,2810,
54783,4,6074,
54783,6,8745,
54783,8,11130,
54785,2,2691,
54785,4,6180,
54785,6,9162,
54785,8,12312,
54787,2,0,
54787,4,0,
54787,6,0,
54787,8,0,
54788,2,2588,
54788,4,5038,
54788,6,7609,
54788,8,10039,
54788,10,12478,
54788,12,15225,
54788,14,18060,
54788,16,20806,
58840,8,10028,
58840,10,12434,
58840,12,15110,
58840,14,17346,
58840,16,19908,
58841,2,2427,
58842,2,2869,
58842,4,6051,
58842,6,8719,
58842,8,11960,
58842,10,14702,
58842,12,17863,
58842,14,20508,
58842,16,23430,
58972,2,3038,
58972,4,6471,
58973,2,0,
58973,4,7996,
58974,2,4356,
58974,4,9199,
58977,2,2814,
58977,4,5750,
58978,2,3247,
58978,4,6696,
58979,2,3798,
58979,4,7868,
58982,2,3750,
58982,4,7787,
58983,2,4135,
55047,6,8835,
55047,8,11621,
55049,2,3067,
55049,4,6125,
55049,6,9238,
55049,8,12264,
55051,2,3178,
55051,4,6953,
55051,6,9645,
55051,8,12911,
55053,2,4076,
55053,4,7022,
55053,6,10229,
55053,8,13343,
55055,2,7345,
55055,4,0,
55055,6,10753,
55055,8,14184,
55056,2,3521,
55056,4,7474,
55056,6,11713,
55056,8,15259,
55058,2,0,
55058,4,9018,
55058,6,12920,
55058,8,16563,
55059,2,3007,
55059,4,6322,
55059,6,9254,
55059,8,12851,
55059,10,15819,
55059,12,19122,
55059,14,21725,
55059,16,24683,
55060,2,3007,
55061,2,0,
55061,4,0,
55061,6,0,
55061,8,0,
55061,10,0,
55061,12,0,
55061,14,0,
55061,16,27956,
55062,2,3298,
55062,4,7105,
55062,6,8857,
55062,8,0,
55062,10,0,
55062,12,0,
55062,14,27412,
55062,16,31267,
55063,2,3298,
58983,4,8809,
58984,2,4735,
58984,4,10453,
58988,2,3782,
58988,4,8005,
58989,2,4385,
58989,4,9316,
58990,2,0,
58990,4,10205,
58993,2,3079,
58993,4,6660,
58994,2,4074,
58994,4,8489,
58995,2,4097,
58995,4,8709,
58998,2,4008,
58998,4,8662,
58999,2,5683,
58999,4,11100,
59000,2,5957,
59000,4,12541,
59003,2,4425,
59003,4,9414,
59004,2,0,
59004,4,13121,
59005,2,4520,
59005,4,9723,
59008,2,3833,
59008,4,8572,
66318,2,3181,
66318,4,7059,
66318,6,0,
66318,8,15441,
66319,2,3163,
66319,4,6583,
66320,2,3620,
66320,4,7639,
66320,6,11890,
66320,8,16146,
66321,2,3480,
66321,4,7364,
66323,2,3418,
66323,4,7095,
66325,2,4244,
66325,4,9267,
66326,2,3056,
66326,4,6839,
66327,2,3492,
66327,4,7888,
66328,2,2801,
66328,4,6146,
66329,2,3301,
66329,4,6912,
66330,2,3176,
66330,4,6874,
66330,6,10755,
66330,8,14567,
66331,2,3185,
67383,2,2703,
67383,4,5788,
67383,6,9489,
67383,8,12496,
67384,2,2749,
67384,4,5869,
67384,6,9571,
67384,8,12676,
67385,2,3019,
67385,4,6433,
67386,2,3047,
67386,4,6486,
68865,4,0,
68866,2,5178,
68866,4,10807,
68870,2,3087,
68870,4,6521,
68871,2,3579,
68871,4,7281,
68872,2,3896,
68872,4,8284,
68876,2,3376,
68876,4,7331,
68877,2,4108,
68877,4,8670,
68878,2,4503,
68878,4,9819,
68882,2,4122,
68882,4,9095,
68883,2,6115,
68883,4,13186,
68884,2,6712,
68884,4,14282,
68888,2,3159,
68888,4,6421,
68895,2,4881,
68895,4,10470,
68896,2,13374,
68896,4,13268,
68897,2,6660,
68897,4,14062,
55202,2,0,
55202,4,11687,
55203,2,3649,
55203,4,8033,
55203,6,12969,
55203,8,16908,
55204,2,0,
55204,4,7147,
55206,2,5197,
55206,4,11841,
55207,2,4244,
55207,4,9711,
55208,2,5790,
55208,4,13020,
55212,2,0,
55212,4,8580,
55214,2,5013,
55214,4,10070,
55215,2,0,
55215,4,0,
55216,2,3405,
55216,4,7287,
55218,2,6163,
55218,4,13728,
55220,2,5115,
55220,4,9997,
55222,2,0,
55222,4,8094,
55223,2,0,
55223,4,9296,
55224,2,3237,
55224,4,8606,
55224,6,12732,
55224,8,17068,
55226,2,5218,
55226,4,10801,
55226,6,14570,
55226,8,19123,
55228,2,5386,
55228,4,9603,
55228,6,15162,
55228,8,19101,
55230,2,2914,
55230,4,6724,
55230,6,10423,
55230,8,14366,
55232,2,0,
55232,4,7638,
55232,6,12264,
55232,8,17540,
55233,2,3703,
55233,4,7432,
55233,6,11823,
55233,8,15588,
55236,2,0,
55236,4,0,
55236,6,0,
55236,8,0,
55236,10,0,
55236,12,0,
55236,14,0,
55236,16,0,
55236,18,0,
55236,20,0,
55237,2,0,
55237,4,0,
55238,2,2956,
55238,4,6190,
55238,6,9373,
55238,8,12603,
55239,2,2824,
55239,4,5784,
55240,2,3900,
55240,4,8447,
55240,6,13545,
55240,8,18614,
55241,2,4742,
55241,4,10015,
55242,2,4539,
55242,4,9948,
55243,2,4403,
55243,4,8985,
55245,2,0,
55245,4,11636,
55246,2,4163,
55246,4,9613,
55246,6,15800,
55246,8,21763,
55247,2,4867,
55247,4,10174,
55248,2,0,
55248,4,0,
55249,2,3634,
55249,4,7518,
